[2026-01-03 22:30:58.594] [info]  No state version found, assuming empty state.
[2026-01-03 22:30:58.714] [info]  [Process Isolation] Isolating process from debuggers and memory dumps
[2026-01-03 22:30:58.767] [info]  Coredumps are disabled in renderer process
[2026-01-03 22:30:59.400] [info]  [Native Messaging IPC] Clearing connected apps
[2026-01-03 22:30:59.401] [info]  State version: 72
[2026-01-03 22:30:59.556] [info]  Retrieving application id
[2026-01-03 22:31:16.024] [info]  Retrieving application id
[2026-01-03 22:31:16.049] [info]  Retrieving application id
[2026-01-03 22:31:26.407] [info]  Retrieving application id
[2026-01-03 22:31:26.822] [info]  [KeyService] Deriving master key took 212ms
[2026-01-03 22:31:26.828] [info]  Retrieving application id
[2026-01-03 22:31:57.530] [info]  [NAPI] [INFO] desktop_core::password::password: falling back to get legacy Bitwarden 9e105d08-42bd-4c11-ad0a-ad550185cc7f_accessTokenKey
[2026-01-03 22:31:57.682] [info]  Using SignalR for server notifications
[2026-01-03 22:31:58.187] [info]  [NAPI] [INFO] desktop_core::password::password: OS keyring is_locked=false
[2026-01-03 22:31:58.191] [info]  [SignalR] WebSocket connected to wss://notifications.bitwarden.com/hub?access_token=[REDACTED]
[2026-01-03 22:31:58.193] [info]  [SignalR] Using HubProtocol 'messagepack'.
[2026-01-03 22:32:00.029] [info]  [CipherService]: decrypt complete took 106.5 [ [ 'Items', 109 ] ]
[2026-01-03 22:32:00.387] [info]  [SearchService]: index complete took 357 [ [ 'Items', 109 ] ]
[2026-01-03 22:32:00.608] [error] SSO login email not found.
[2026-01-03 22:32:33.714] [info]  [SearchService]: index load took 11.700000001117587 undefined
[2026-01-03 22:32:33.746] [info]  [SearchService]: search complete took 48.20000000111759 undefined
[2026-01-03 22:43:59.130] [info]  Using SignalR for server notifications
[2026-01-03 22:43:59.132] [info]  [SignalR] Connection disconnected.
[2026-01-03 22:43:59.530] [info]  [SignalR] WebSocket connected to wss://notifications.bitwarden.com/hub?access_token=[REDACTED]
[2026-01-03 22:43:59.531] [info]  [SignalR] Using HubProtocol 'messagepack'.
[2026-01-03 23:55:24.168] [info]  State version: 72
[2026-01-03 23:55:24.172] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
[2026-01-03 23:55:24.172] [info]  Migrator RemoveEverBeenUnlockedMigrator (to version 4) should migrate: false - up
[2026-01-03 23:55:24.172] [info]  Migrator AddKeyTypeToOrgKeysMigrator (to version 5) should migrate: false - up
[2026-01-03 23:55:24.173] [info]  Migrator RemoveLegacyEtmKeyMigrator (to version 6) should migrate: false - up
[2026-01-03 23:55:24.173] [info]  Migrator MoveBiometricAutoPromptToAccount (to version 7) should migrate: false - up
[2026-01-03 23:55:24.173] [info]  Migrator MoveStateVersionMigrator (to version 8) should migrate: false - up
[2026-01-03 23:55:24.173] [info]  Migrator MoveBrowserSettingsToGlobal (to version 9) should migrate: false - up
[2026-01-03 23:55:24.173] [info]  Migrator EverHadUserKeyMigrator (to version 10) should migrate: false - up
[2026-01-03 23:55:24.173] [info]  Migrator OrganizationKeyMigrator (to version 11) should migrate: false - up
[2026-01-03 23:55:24.174] [info]  Migrator MoveEnvironmentStateToProviders (to version 12) should migrate: false - up
[2026-01-03 23:55:24.174] [info]  Migrator ProviderKeyMigrator (to version 13) should migrate: false - up
[2026-01-03 23:55:24.174] [info]  Migrator MoveBiometricClientKeyHalfToStateProviders (to version 14) should migrate: false - up
[2026-01-03 23:55:24.174] [info]  Migrator FolderMigrator (to version 15) should migrate: false - up
[2026-01-03 23:55:24.174] [info]  Migrator LastSyncMigrator (to version 16) should migrate: false - up
[2026-01-03 23:55:24.174] [info]  Migrator EnablePasskeysMigrator (to version 17) should migrate: false - up
[2026-01-03 23:55:24.174] [info]  Migrator AutofillSettingsKeyMigrator (to version 18) should migrate: false - up
[2026-01-03 23:55:24.174] [info]  Migrator RequirePasswordOnStartMigrator (to version 19) should migrate: false - up
[2026-01-03 23:55:24.174] [info]  Migrator PrivateKeyMigrator (to version 20) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator CollectionMigrator (to version 21) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator PolicyMigrator (to version 30) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator EnableContextMenuMigrator (to version 31) should migrate: false - up
[2026-01-03 23:55:24.175] [info]  Migrator PreferredLanguageMigrator (to version 32) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator AppIdMigrator (to version 33) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator DomainSettingsMigrator (to version 34) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator MoveThemeToStateProviderMigrator (to version 35) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator VaultSettingsKeyMigrator (to version 36) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator AvatarColorMigrator (to version 37) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator TokenServiceStateProviderMigrator (to version 38) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator MoveBillingAccountProfileMigrator (to version 39) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator OrganizationMigrator (to version 40) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator EventCollectionMigrator (to version 41) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator EnableFaviconMigrator (to version 42) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator AutoConfirmFingerPrintsMigrator (to version 43) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator UserDecryptionOptionsMigrator (to version 44) should migrate: false - up
[2026-01-03 23:55:24.176] [info]  Migrator MergeEnvironmentState (to version 45) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator DeleteBiometricPromptCancelledData (to version 46) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator MoveDesktopSettingsMigrator (to version 47) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator MoveDdgToStateProviderMigrator (to version 48) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator AccountServerConfigMigrator (to version 49) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator KeyConnectorMigrator (to version 50) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator RememberedEmailMigrator (to version 51) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator DeleteInstalledVersion (to version 52) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator DeviceTrustServiceStateProviderMigrator (to version 53) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator SendMigrator (to version 54) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator MoveMasterKeyStateToProviderMigrator (to version 55) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator AuthRequestMigrator (to version 56) should migrate: false - up
[2026-01-03 23:55:24.177] [info]  Migrator CipherServiceMigrator (to version 57) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator RemoveRefreshTokenMigratedFlagMigrator (to version 58) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator KdfConfigMigrator (to version 59) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator KnownAccountsMigrator (to version 60) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator PinStateMigrator (to version 61) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator VaultTimeoutSettingsServiceStateProviderMigrator (to version 62) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator PasswordOptionsMigrator (to version 63) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator GeneratorHistoryMigrator (to version 64) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator ForwarderOptionsMigrator (to version 65) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator MoveFinalDesktopSettingsMigrator (to version 66) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator RemoveUnassignedItemsBannerDismissed (to version 67) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator MoveLastSyncDate (to version 68) should migrate: false - up
[2026-01-03 23:55:24.178] [info]  Migrator MigrateIncorrectFolderKey (to version 69) should migrate: false - up
[2026-01-03 23:55:24.179] [info]  Migrator RemoveAcBannersDismissed (to version 70) should migrate: false - up
[2026-01-03 23:55:24.179] [info]  Migrator RemoveNewCustomizationOptionsCalloutDismissed (to version 71) should migrate: false - up
[2026-01-03 23:55:24.179] [info]  Migrator RemoveAccountDeprovisioningBannerDismissed (to version 72) should migrate: false - up
[2026-01-03 23:55:24.269] [info]  [Process Isolation] Isolating process from debuggers and memory dumps
[2026-01-03 23:55:24.304] [info]  Coredumps are disabled in renderer process
[2026-01-03 23:55:25.101] [info]  [Native Messaging IPC] Clearing connected apps
[2026-01-03 23:55:25.103] [info]  State version: 72
[2026-01-03 23:55:25.110] [info]  [NAPI] [INFO] desktop_core::password::password: falling back to get legacy Bitwarden_auto 9e105d08-42bd-4c11-ad0a-ad550185cc7f_user_auto
[2026-01-03 23:55:25.189] [info]  Retrieving application id
[2026-01-03 23:55:25.454] [info]  Using SignalR for server notifications
[2026-01-03 23:55:26.041] [info]  [SignalR] WebSocket connected to wss://notifications.bitwarden.com/hub?access_token=[REDACTED]
[2026-01-03 23:55:26.042] [info]  [SignalR] Using HubProtocol 'messagepack'.
[2026-01-03 23:55:39.842] [info]  [KeyService] Deriving master key took 223ms
[2026-01-03 23:55:39.865] [info]  Vault unlocked 2026-01-03T23:55:39.864Z
[2026-01-03 23:55:39.902] [info]  [NAPI] [INFO] desktop_core::password::password: OS keyring is_locked=false
[2026-01-03 23:55:40.443] [info]  [LockComponent] Sync took 504ms
[2026-01-03 23:55:40.444] [info]  [LockComponent] Private key regeneration took 1ms
[2026-01-03 23:55:40.660] [info]  [CipherService]: decrypt complete took 46.59999999962747 [ [ 'Items', 109 ] ]
[2026-01-03 23:55:40.721] [info]  [SearchService]: index complete took 57.70000000111759 [ [ 'Items', 109 ] ]
[2026-01-03 23:56:13.307] [info]  State version: 72
[2026-01-03 23:56:13.310] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
[2026-01-03 23:56:13.311] [info]  Migrator RemoveEverBeenUnlockedMigrator (to version 4) should migrate: false - up
[2026-01-03 23:56:13.311] [info]  Migrator AddKeyTypeToOrgKeysMigrator (to version 5) should migrate: false - up
[2026-01-03 23:56:13.311] [info]  Migrator RemoveLegacyEtmKeyMigrator (to version 6) should migrate: false - up
[2026-01-03 23:56:13.311] [info]  Migrator MoveBiometricAutoPromptToAccount (to version 7) should migrate: false - up
[2026-01-03 23:56:13.312] [info]  Migrator MoveStateVersionMigrator (to version 8) should migrate: false - up
[2026-01-03 23:56:13.312] [info]  Migrator MoveBrowserSettingsToGlobal (to version 9) should migrate: false - up
[2026-01-03 23:56:13.312] [info]  Migrator EverHadUserKeyMigrator (to version 10) should migrate: false - up
[2026-01-03 23:56:13.312] [info]  Migrator OrganizationKeyMigrator (to version 11) should migrate: false - up
[2026-01-03 23:56:13.312] [info]  Migrator MoveEnvironmentStateToProviders (to version 12) should migrate: false - up
[2026-01-03 23:56:13.312] [info]  Migrator ProviderKeyMigrator (to version 13) should migrate: false - up
[2026-01-03 23:56:13.312] [info]  Migrator MoveBiometricClientKeyHalfToStateProviders (to version 14) should migrate: false - up
[2026-01-03 23:56:13.312] [info]  Migrator FolderMigrator (to version 15) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator LastSyncMigrator (to version 16) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator EnablePasskeysMigrator (to version 17) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator AutofillSettingsKeyMigrator (to version 18) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator RequirePasswordOnStartMigrator (to version 19) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator PrivateKeyMigrator (to version 20) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator CollectionMigrator (to version 21) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2026-01-03 23:56:13.313] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2026-01-03 23:56:13.314] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2026-01-03 23:56:13.314] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
[2026-01-03 23:56:13.314] [info]  Migrator PolicyMigrator (to version 30) should migrate: false - up
[2026-01-03 23:56:13.314] [info]  Migrator EnableContextMenuMigrator (to version 31) should migrate: false - up
[2026-01-03 23:56:13.314] [info]  Migrator PreferredLanguageMigrator (to version 32) should migrate: false - up
[2026-01-03 23:56:13.314] [info]  Migrator AppIdMigrator (to version 33) should migrate: false - up
[2026-01-03 23:56:13.314] [info]  Migrator DomainSettingsMigrator (to version 34) should migrate: false - up
[2026-01-03 23:56:13.314] [info]  Migrator MoveThemeToStateProviderMigrator (to version 35) should migrate: false - up
